longitude,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_n,room_type_n
-73.86311,1.0,16.0,6.0,365.0,162.0,2.0
-74.00295,2.0,3.0,1.0,0.0,79.0,0.0
-73.95238,3.0,211.0,1.0,230.0,28.0,1.0
-73.92102,4.0,5.0,1.0,1.0,56.0,1.0
-73.91632,2.0,54.0,1.0,0.0,72.0,0.0
-73.92316,4.0,104.0,1.0,53.0,56.0,0.0
-73.94666,2.0,4.0,1.0,0.0,2.0,1.0
-73.93838,3.0,1.0,1.0,0.0,30.0,0.0
-73.94881,1.0,8.0,1.0,0.0,4.0,0.0
-73.8084,1.0,158.0,2.0,355.0,37.0,0.0
-73.93022,2.0,91.0,2.0,21.0,25.0,0.0
-73.97965,1.0,1.0,1.0,349.0,19.0,1.0
-73.95145,30.0,22.0,3.0,365.0,6.0,0.0
-73.98343,30.0,0.0,1.0,151.0,1.0,1.0
-73.95173,2.0,0.0,1.0,0.0,2.0,0.0
-73.96985,2.0,14.0,1.0,0.0,8.0,1.0
-73.81458,4.0,6.0,2.0,282.0,139.0,1.0
-73.96959,2.0,3.0,1.0,79.0,13.0,1.0
-73.97915,1.0,141.0,1.0,231.0,8.0,0.0
-73.93879,2.0,1.0,1.0,11.0,6.0,1.0
-73.92157,2.0,72.0,1.0,51.0,21.0,0.0
-74.0127,2.0,0.0,1.0,0.0,43.0,0.0
-74.00467,2.0,48.0,1.0,78.0,11.0,0.0
-73.98461,29.0,0.0,96.0,291.0,1.0,1.0
-73.79133,1.0,4.0,1.0,273.0,106.0,1.0
-73.84081,1.0,24.0,1.0,162.0,124.0,1.0
-73.9406,3.0,5.0,1.0,220.0,6.0,0.0
-73.92169,3.0,21.0,2.0,349.0,56.0,1.0
-73.93126,2.0,11.0,2.0,16.0,30.0,0.0
-73.98532,1.0,14.0,3.0,0.0,50.0,0.0
-73.9407,2.0,1.0,4.0,96.0,35.0,0.0
-73.96161,2.0,23.0,2.0,11.0,12.0,1.0
-73.93855,1.0,27.0,1.0,33.0,2.0,1.0
-73.98965,1.0,35.0,1.0,19.0,23.0,0.0
-73.91878,299.0,0.0,1.0,0.0,21.0,0.0
-74.00833,29.0,2.0,96.0,323.0,43.0,1.0
-73.96979,2.0,0.0,1.0,39.0,28.0,1.0
-73.94646,2.0,3.0,1.0,0.0,2.0,1.0
-73.98322,6.0,0.0,1.0,140.0,19.0,1.0
-73.95558,1.0,62.0,2.0,359.0,20.0,0.0
-73.99099,30.0,26.0,2.0,332.0,19.0,1.0
-74.00195,3.0,2.0,1.0,45.0,14.0,1.0
-73.9627,1.0,2.0,1.0,0.0,3.0,0.0
-73.95224,1.0,1.0,1.0,350.0,6.0,0.0
-73.98411,1.0,13.0,1.0,0.0,19.0,1.0
-73.94679,1.0,86.0,2.0,337.0,25.0,0.0
-73.9657,7.0,2.0,2.0,0.0,3.0,0.0
-73.95558,1.0,48.0,1.0,8.0,28.0,0.0
-73.85372,2.0,9.0,2.0,0.0,63.0,1.0
-73.9894,2.0,1.0,1.0,27.0,7.0,0.0
-73.95217,3.0,71.0,3.0,302.0,15.0,1.0
-73.96205,5.0,1.0,1.0,0.0,8.0,0.0
-73.97263,30.0,0.0,49.0,364.0,5.0,1.0
-73.95188,3.0,30.0,2.0,101.0,20.0,1.0
-73.93094,4.0,12.0,4.0,62.0,54.0,0.0
-73.9866,2.0,58.0,1.0,345.0,71.0,2.0
-73.92738,4.0,11.0,1.0,0.0,56.0,1.0
-73.9814,2.0,15.0,1.0,0.0,68.0,1.0
-73.90323,2.0,4.0,2.0,293.0,44.0,0.0
-73.96054,2.0,0.0,1.0,0.0,12.0,0.0
-73.98698,3.0,3.0,3.0,45.0,7.0,0.0
-73.82757,1.0,3.0,5.0,85.0,37.0,0.0
-73.98435,1.0,5.0,1.0,0.0,19.0,0.0
-74.00171,3.0,2.0,1.0,0.0,14.0,0.0
-73.92513,4.0,2.0,2.0,103.0,30.0,0.0
-73.97589,2.0,7.0,327.0,117.0,5.0,1.0
-73.92638,3.0,6.0,1.0,0.0,18.0,1.0
-73.98245,3.0,52.0,2.0,0.0,67.0,0.0
-73.99426,4.0,37.0,1.0,78.0,64.0,0.0
-73.96882,3.0,1.0,1.0,15.0,13.0,1.0
-73.97865,2.0,10.0,2.0,0.0,5.0,0.0
-73.97825,2.0,11.0,1.0,0.0,8.0,1.0
-73.93213,3.0,27.0,2.0,154.0,56.0,0.0
-73.93504,7.0,18.0,2.0,156.0,15.0,1.0
-73.94346,3.0,41.0,1.0,30.0,6.0,1.0
-73.92887,2.0,11.0,1.0,102.0,21.0,0.0
-73.95764,4.0,30.0,2.0,0.0,20.0,0.0
-73.96274,3.0,85.0,2.0,38.0,12.0,0.0
-73.99478,30.0,0.0,232.0,346.0,14.0,1.0
-73.96531,2.0,10.0,1.0,298.0,22.0,1.0
-74.00751,3.0,6.0,1.0,0.0,43.0,1.0
-74.00554,3.0,19.0,1.0,12.0,11.0,1.0
-73.94807,2.0,1.0,1.0,0.0,12.0,1.0
-73.95018,30.0,30.0,4.0,365.0,6.0,0.0
-73.91537,2.0,1.0,2.0,0.0,44.0,0.0
-73.94347,2.0,0.0,1.0,0.0,30.0,0.0
-73.98911,2.0,100.0,1.0,63.0,7.0,0.0
-73.94164,7.0,0.0,1.0,0.0,4.0,1.0
-73.97923,1.0,34.0,4.0,363.0,8.0,2.0
-73.98242,30.0,0.0,1.0,119.0,68.0,1.0
-73.99549,2.0,29.0,2.0,78.0,64.0,1.0
-73.97798,5.0,3.0,1.0,0.0,0.0,1.0
-73.98128,3.0,6.0,1.0,0.0,19.0,1.0
-73.98849,2.0,1.0,1.0,0.0,19.0,1.0
-73.98935,3.0,15.0,1.0,31.0,7.0,0.0
-73.92235,2.0,5.0,1.0,0.0,21.0,0.0
-73.88962,3.0,31.0,2.0,41.0,81.0,0.0
-73.95143,3.0,5.0,2.0,0.0,12.0,1.0
-73.93079,3.0,11.0,1.0,142.0,15.0,1.0
-73.9846,1.0,9.0,17.0,338.0,34.0,0.0
-73.97621,4.0,7.0,1.0,20.0,0.0,1.0
-73.98581,3.0,16.0,1.0,33.0,38.0,1.0
-73.94299,3.0,126.0,2.0,66.0,2.0,1.0
-73.95418,3.0,5.0,1.0,0.0,6.0,0.0
-73.95069,3.0,1.0,2.0,347.0,2.0,0.0
-73.73349,1.0,51.0,1.0,248.0,61.0,1.0
-73.94433,30.0,4.0,8.0,291.0,2.0,0.0
-73.92491,3.0,3.0,1.0,355.0,21.0,1.0
-73.94615,30.0,0.0,1.0,174.0,28.0,0.0
-73.93985,14.0,26.0,3.0,253.0,4.0,1.0
-73.93811,30.0,2.0,1.0,353.0,73.0,1.0
-73.94973,1.0,0.0,1.0,63.0,15.0,1.0
-73.97777,3.0,62.0,1.0,189.0,0.0,1.0
-74.00228,2.0,22.0,1.0,168.0,11.0,1.0
-73.97798,3.0,11.0,1.0,55.0,26.0,1.0
-73.99257,1.0,22.0,9.0,315.0,14.0,0.0
-73.99419,2.0,26.0,1.0,88.0,64.0,1.0
-73.94864,1.0,21.0,1.0,0.0,51.0,1.0
-74.00059,7.0,0.0,1.0,0.0,52.0,0.0
-73.91315,4.0,6.0,1.0,63.0,56.0,0.0
-74.0102,3.0,4.0,1.0,26.0,43.0,0.0
-73.91252,7.0,0.0,1.0,365.0,6.0,0.0
-74.00674,29.0,0.0,327.0,337.0,43.0,1.0
-73.93255,30.0,0.0,27.0,248.0,6.0,0.0
-73.96347,3.0,6.0,1.0,8.0,45.0,1.0
-73.93273,2.0,53.0,1.0,8.0,15.0,0.0
-73.9735,2.0,0.0,1.0,0.0,13.0,0.0
-73.93577,3.0,12.0,1.0,112.0,21.0,0.0
-73.97512,1.0,0.0,1.0,0.0,1.0,1.0
-74.00599,1.0,7.0,7.0,179.0,111.0,0.0
-73.94255,2.0,2.0,1.0,0.0,12.0,0.0
-74.06679,2.0,1.0,1.0,0.0,212.0,1.0
-73.97191,2.0,1.0,1.0,177.0,1.0,0.0
-73.93887,1.0,207.0,4.0,0.0,4.0,0.0
-73.91422,2.0,15.0,2.0,0.0,21.0,0.0
-73.95943,1.0,5.0,1.0,0.0,15.0,0.0
-73.89378,30.0,2.0,37.0,32.0,83.0,0.0
-73.99309,1.0,0.0,1.0,0.0,7.0,1.0
-73.94449,5.0,4.0,1.0,242.0,4.0,0.0
-73.99295,5.0,12.0,3.0,0.0,9.0,0.0
-73.91793,7.0,1.0,9.0,364.0,54.0,0.0
-73.93588,1.0,26.0,1.0,0.0,30.0,0.0
-73.98914,4.0,148.0,1.0,129.0,7.0,1.0
-73.98323,3.0,4.0,1.0,0.0,26.0,0.0
-73.9876,1.0,48.0,1.0,250.0,10.0,1.0
-73.94721,1.0,1.0,2.0,90.0,54.0,0.0
-73.99503,3.0,7.0,1.0,0.0,32.0,1.0
-73.88179,3.0,0.0,2.0,23.0,70.0,0.0
-73.94342,5.0,62.0,1.0,271.0,4.0,0.0
-73.99379,1.0,2.0,1.0,365.0,64.0,1.0
-73.95044,3.0,1.0,1.0,0.0,2.0,1.0
-73.91559,5.0,1.0,1.0,0.0,21.0,0.0
-73.96625,8.0,24.0,1.0,196.0,1.0,1.0
-74.08443,4.0,54.0,1.0,0.0,55.0,1.0
-73.8718,2.0,78.0,1.0,185.0,84.0,1.0
-73.93085,30.0,1.0,27.0,311.0,6.0,0.0
-73.96335,3.0,0.0,3.0,0.0,12.0,0.0
-73.95533,2.0,13.0,1.0,35.0,12.0,1.0
-73.9789,7.0,0.0,1.0,102.0,17.0,0.0
-73.97474,1.0,0.0,1.0,0.0,8.0,1.0
-74.00615,3.0,20.0,1.0,0.0,11.0,1.0
-73.98874,30.0,0.0,9.0,332.0,19.0,0.0
-73.945,2.0,6.0,1.0,89.0,15.0,0.0
-73.91449,3.0,57.0,2.0,264.0,6.0,1.0
-73.99482,2.0,1.0,1.0,0.0,79.0,0.0
-73.87675,2.0,8.0,6.0,75.0,83.0,0.0
-73.9914,1.0,132.0,4.0,103.0,14.0,0.0
-73.96062,3.0,0.0,1.0,0.0,12.0,0.0
-73.98511,2.0,6.0,3.0,83.0,23.0,1.0
-73.90733,2.0,80.0,2.0,77.0,21.0,1.0
-73.98514,30.0,7.0,21.0,319.0,38.0,1.0
-73.99262,60.0,0.0,1.0,0.0,14.0,0.0
-73.94292,150.0,10.0,1.0,97.0,12.0,0.0
-73.97891,1.0,0.0,1.0,0.0,16.0,1.0
-73.99761,4.0,0.0,1.0,0.0,53.0,1.0
-73.95677,1.0,59.0,1.0,90.0,73.0,2.0
-73.91865,2.0,9.0,1.0,212.0,56.0,1.0
-73.90782,2.0,38.0,2.0,330.0,49.0,1.0
-73.78762,3.0,84.0,1.0,16.0,120.0,1.0
-73.95742,30.0,10.0,52.0,336.0,28.0,1.0
-73.97841,1.0,19.0,2.0,0.0,1.0,1.0
-73.77361,15.0,31.0,2.0,142.0,112.0,0.0
-73.91372,30.0,0.0,2.0,220.0,6.0,0.0
-73.93887,4.0,0.0,1.0,3.0,2.0,1.0
-73.94295,6.0,0.0,1.0,0.0,4.0,1.0
-73.9379,1.0,1.0,1.0,0.0,30.0,0.0
-73.98603,1.0,6.0,1.0,0.0,19.0,1.0
-73.90168,20.0,33.0,2.0,297.0,126.0,0.0
-73.93688,2.0,2.0,1.0,16.0,12.0,0.0
-73.99234,2.0,14.0,1.0,149.0,14.0,1.0
-73.94966,3.0,0.0,2.0,0.0,15.0,0.0
-73.97907,1.0,1.0,1.0,0.0,26.0,0.0
-73.92484,5.0,27.0,1.0,0.0,21.0,1.0
-73.94767,2.0,3.0,1.0,0.0,6.0,0.0
-74.00572,7.0,1.0,1.0,325.0,27.0,1.0
-73.93904,30.0,0.0,4.0,0.0,21.0,2.0
-73.94829,6.0,4.0,1.0,0.0,28.0,1.0
-73.99304,7.0,11.0,1.0,225.0,32.0,1.0
-73.95665,5.0,0.0,1.0,0.0,2.0,1.0
-73.95703,2.0,5.0,1.0,7.0,12.0,1.0
-73.99202,30.0,1.0,20.0,332.0,7.0,1.0
-73.94461,5.0,47.0,1.0,131.0,4.0,0.0
-73.95958,5.0,1.0,1.0,0.0,22.0,1.0
-73.96539,2.0,29.0,1.0,36.0,3.0,1.0
-73.94074,2.0,4.0,1.0,322.0,12.0,1.0
-73.98749,7.0,21.0,1.0,10.0,19.0,1.0
-73.7397,7.0,0.0,1.0,0.0,159.0,1.0
-73.92901,1.0,291.0,7.0,68.0,6.0,0.0
-74.00828,5.0,6.0,1.0,0.0,43.0,0.0
-73.83433,1.0,7.0,1.0,0.0,37.0,0.0
-73.96164,1.0,1.0,1.0,0.0,12.0,0.0
-73.93175,3.0,7.0,1.0,0.0,15.0,1.0
-73.97228,30.0,0.0,9.0,338.0,8.0,1.0
-74.01721,1.0,0.0,7.0,348.0,101.0,0.0
-73.9626,5.0,0.0,1.0,0.0,12.0,1.0
-73.99649,30.0,0.0,1.0,145.0,14.0,0.0
-73.94677,1.0,58.0,2.0,0.0,2.0,0.0
-73.99077,1.0,155.0,3.0,179.0,7.0,0.0
-73.99976,3.0,134.0,1.0,231.0,27.0,1.0
-73.98788,1.0,0.0,1.0,0.0,19.0,0.0
-73.95175,1.0,0.0,1.0,0.0,2.0,0.0
-73.94634,5.0,1.0,1.0,35.0,12.0,0.0
-73.95378,7.0,1.0,1.0,0.0,20.0,0.0
-73.94548,4.0,33.0,1.0,199.0,6.0,1.0
-73.95669,3.0,3.0,1.0,35.0,12.0,1.0
-73.99496,1.0,1.0,1.0,0.0,52.0,1.0
-73.91156,1.0,69.0,1.0,309.0,6.0,1.0
-73.98126,7.0,0.0,1.0,0.0,16.0,0.0
-73.95218,2.0,21.0,3.0,38.0,2.0,0.0
-73.93207,5.0,1.0,1.0,0.0,21.0,0.0
-73.94738,2.0,0.0,1.0,0.0,12.0,0.0
-73.81954,1.0,51.0,4.0,333.0,37.0,0.0
-73.93181,5.0,6.0,1.0,0.0,25.0,1.0
-73.9504,2.0,8.0,1.0,156.0,15.0,0.0
-73.96369,1.0,78.0,1.0,0.0,12.0,1.0
-73.90713,7.0,0.0,2.0,290.0,44.0,0.0
-73.99635,4.0,1.0,1.0,0.0,14.0,1.0
-73.94986,3.0,0.0,1.0,115.0,15.0,0.0
-73.96452,7.0,1.0,1.0,0.0,29.0,1.0
-73.98525,1.0,25.0,1.0,143.0,23.0,1.0
-73.9441,21.0,0.0,1.0,0.0,12.0,0.0
-73.89689,30.0,1.0,23.0,37.0,44.0,0.0
-73.98288,6.0,2.0,1.0,0.0,68.0,1.0
-73.94977,1.0,0.0,5.0,0.0,6.0,1.0
-73.95541,2.0,6.0,1.0,0.0,20.0,0.0
-73.97687,30.0,3.0,50.0,180.0,5.0,1.0
-73.98924,1.0,30.0,1.0,183.0,7.0,0.0
-73.98429,1.0,133.0,1.0,41.0,19.0,0.0
-73.99226,3.0,93.0,1.0,77.0,34.0,1.0
-73.93306,2.0,12.0,1.0,0.0,30.0,1.0
-73.98529,2.0,1.0,3.0,38.0,19.0,0.0
-73.96745,3.0,1.0,1.0,3.0,8.0,0.0
-73.9523,4.0,10.0,1.0,49.0,12.0,1.0
-73.85327,1.0,1.0,1.0,364.0,57.0,0.0
-74.02258,3.0,39.0,1.0,8.0,90.0,1.0
-73.94142,4.0,0.0,1.0,0.0,2.0,1.0
-73.96986,3.0,52.0,3.0,222.0,22.0,1.0
-73.94434,7.0,1.0,1.0,9.0,12.0,1.0
-74.00891,4.0,61.0,2.0,246.0,43.0,0.0
-73.93957,2.0,9.0,1.0,357.0,21.0,1.0
-73.9277,2.0,0.0,1.0,350.0,6.0,0.0
-73.79742,2.0,25.0,2.0,318.0,198.0,0.0
-73.9575,3.0,3.0,1.0,0.0,6.0,0.0
-73.93974,3.0,4.0,1.0,0.0,30.0,1.0
-73.93178,10.0,0.0,2.0,0.0,6.0,1.0
-73.93836,120.0,0.0,1.0,0.0,4.0,2.0
-73.99736,5.0,42.0,1.0,80.0,7.0,1.0
-74.01566,7.0,4.0,1.0,51.0,101.0,1.0
-74.0105,2.0,9.0,327.0,313.0,43.0,1.0
-73.92878,2.0,67.0,3.0,20.0,56.0,0.0
-73.98675,25.0,22.0,3.0,268.0,23.0,1.0
-73.98705,4.0,10.0,1.0,98.0,34.0,1.0
-74.00493,3.0,0.0,1.0,0.0,11.0,1.0
-73.96332,30.0,1.0,16.0,284.0,8.0,1.0
-73.95177,5.0,1.0,1.0,0.0,12.0,0.0
-73.96259,3.0,200.0,1.0,6.0,8.0,1.0
-73.92348,2.0,44.0,1.0,271.0,18.0,0.0
-73.9431,5.0,16.0,1.0,3.0,2.0,1.0
-73.94022,1.0,1.0,3.0,268.0,2.0,0.0
-73.92259,2.0,4.0,1.0,0.0,56.0,0.0
-73.96074,7.0,4.0,1.0,0.0,45.0,1.0
-73.99849,1.0,0.0,1.0,90.0,79.0,0.0
-73.96303,4.0,32.0,1.0,347.0,3.0,0.0
-73.89064,25.0,1.0,18.0,364.0,83.0,0.0
-73.80324,2.0,192.0,1.0,234.0,155.0,1.0
-73.94692,1.0,1.0,2.0,0.0,6.0,0.0
-73.98644,1.0,0.0,1.0,364.0,7.0,0.0
-73.98467,1.0,0.0,1.0,16.0,113.0,0.0
-73.87251,1.0,28.0,4.0,365.0,81.0,0.0
-73.95989,1.0,6.0,1.0,0.0,24.0,0.0
-73.9407,5.0,28.0,1.0,355.0,2.0,1.0
-73.98577,5.0,24.0,1.0,88.0,8.0,0.0
-73.83561,3.0,0.0,1.0,365.0,205.0,0.0
-73.98003,1.0,0.0,1.0,0.0,1.0,1.0
-73.94758,4.0,1.0,1.0,0.0,6.0,0.0
-73.97686,1.0,4.0,4.0,270.0,8.0,0.0
-73.92123,30.0,1.0,1.0,8.0,18.0,1.0
-74.00701,365.0,6.0,1.0,262.0,43.0,1.0
-73.96198,30.0,4.0,11.0,311.0,3.0,0.0
-73.95765,3.0,4.0,1.0,21.0,2.0,0.0
-73.97038,1.0,116.0,1.0,168.0,28.0,1.0
-73.99919,28.0,12.0,1.0,77.0,27.0,1.0
-73.95471,5.0,59.0,2.0,243.0,6.0,1.0
-73.87639,2.0,6.0,6.0,66.0,83.0,0.0
-73.93038,1.0,16.0,7.0,0.0,114.0,2.0
-74.00184,5.0,31.0,1.0,0.0,14.0,0.0
-73.85864,2.0,3.0,2.0,0.0,133.0,0.0
-73.90294,2.0,12.0,3.0,20.0,144.0,1.0
-73.97794,2.0,3.0,1.0,0.0,8.0,0.0
-73.99656,3.0,0.0,1.0,0.0,34.0,1.0
-73.99092,2.0,0.0,1.0,0.0,19.0,1.0
-73.94073,3.0,28.0,1.0,0.0,12.0,0.0
-73.99492,1.0,14.0,4.0,234.0,9.0,0.0
-73.8645,2.0,3.0,1.0,47.0,129.0,0.0
-73.94104,7.0,0.0,1.0,0.0,12.0,1.0
-74.00486,2.0,24.0,1.0,14.0,76.0,1.0
-73.99147,1.0,15.0,2.0,0.0,7.0,0.0
-73.93266,3.0,35.0,2.0,30.0,54.0,0.0
-73.90701,1.0,1.0,1.0,88.0,21.0,0.0
-73.9211,30.0,24.0,8.0,358.0,25.0,1.0
-73.98812,1.0,6.0,1.0,346.0,7.0,1.0
-73.91432,3.0,3.0,1.0,0.0,6.0,0.0
-73.87488,2.0,36.0,1.0,290.0,47.0,1.0
-73.96666,5.0,1.0,1.0,0.0,8.0,0.0
-73.99661,1.0,92.0,2.0,47.0,60.0,0.0
-73.95469,2.0,7.0,1.0,0.0,12.0,0.0
-73.95116,1.0,11.0,1.0,0.0,6.0,0.0
-73.91247,1.0,0.0,1.0,0.0,49.0,0.0
-73.9579,2.0,82.0,3.0,35.0,73.0,0.0
-73.953,2.0,3.0,3.0,105.0,4.0,0.0
-73.81732,1.0,0.0,1.0,0.0,37.0,2.0
-73.94257,2.0,0.0,7.0,168.0,6.0,0.0
-73.95151,30.0,25.0,1.0,0.0,28.0,1.0
-73.97934,30.0,0.0,8.0,326.0,26.0,1.0
-73.98869,5.0,44.0,1.0,179.0,19.0,1.0
-73.94581,5.0,3.0,2.0,22.0,15.0,1.0
-73.97817,7.0,9.0,1.0,291.0,26.0,1.0
-73.99263,30.0,8.0,9.0,197.0,23.0,1.0
-73.99085,2.0,18.0,1.0,21.0,23.0,0.0
-73.96313,1.0,4.0,2.0,365.0,82.0,2.0
-73.98209,3.0,5.0,4.0,319.0,1.0,1.0
-73.96445,30.0,27.0,11.0,364.0,8.0,1.0
-73.74821,1.0,14.0,1.0,356.0,178.0,1.0
-73.97589,30.0,2.0,50.0,365.0,5.0,1.0
-73.97167,7.0,1.0,1.0,0.0,16.0,1.0
-73.93227,15.0,0.0,14.0,0.0,6.0,0.0
-73.96396,5.0,11.0,2.0,134.0,8.0,0.0
-73.92186,7.0,10.0,1.0,66.0,21.0,1.0
-73.9508,2.0,127.0,1.0,58.0,2.0,0.0
-73.96216,1.0,124.0,1.0,292.0,12.0,0.0
-73.77823,3.0,0.0,2.0,365.0,46.0,0.0
-73.93909,7.0,7.0,2.0,0.0,20.0,0.0
-73.97958,30.0,3.0,1.0,303.0,1.0,1.0
-73.93676,2.0,15.0,1.0,0.0,30.0,0.0
-73.98245,2.0,8.0,1.0,0.0,19.0,1.0
-73.99626,1.0,4.0,20.0,356.0,14.0,0.0
-74.00166,2.0,2.0,1.0,177.0,52.0,1.0
-73.8,1.0,44.0,1.0,155.0,106.0,0.0
-73.79304,1.0,0.0,1.0,0.0,46.0,1.0
-73.95788,2.0,222.0,1.0,250.0,12.0,1.0
-73.94586,1.0,8.0,2.0,89.0,54.0,0.0
-73.95423,2.0,40.0,1.0,200.0,12.0,1.0
-73.99283,1.0,2.0,2.0,0.0,36.0,0.0
-73.95552,3.0,58.0,2.0,298.0,12.0,0.0
-73.96295,1.0,0.0,3.0,267.0,1.0,1.0
-73.90835,1.0,136.0,2.0,359.0,56.0,0.0
-74.00851,1.0,0.0,1.0,0.0,43.0,1.0
-73.95128,3.0,11.0,1.0,0.0,2.0,1.0
-74.0214,3.0,4.0,1.0,0.0,90.0,1.0
-73.94099,3.0,10.0,1.0,89.0,6.0,1.0
-73.9788,10.0,0.0,2.0,49.0,17.0,1.0
-74.00128,8.0,6.0,1.0,1.0,11.0,1.0
-73.93499,2.0,0.0,3.0,365.0,4.0,0.0
-74.00406,2.0,2.0,1.0,98.0,11.0,1.0
-73.93638,5.0,0.0,1.0,0.0,15.0,0.0
-73.96115,4.0,4.0,1.0,345.0,8.0,1.0
-73.94466,1.0,15.0,1.0,91.0,4.0,1.0
-73.9802,60.0,2.0,2.0,0.0,5.0,1.0
-73.94799,2.0,0.0,1.0,0.0,12.0,1.0
-73.92306,4.0,12.0,1.0,0.0,21.0,1.0
-73.99573,30.0,3.0,91.0,161.0,53.0,1.0
-73.99026,30.0,0.0,1.0,365.0,14.0,0.0
-74.11593,3.0,2.0,3.0,36.0,174.0,1.0
-73.94025,6.0,1.0,1.0,258.0,30.0,1.0
-73.95616,1.0,0.0,1.0,0.0,28.0,1.0
-74.00682,29.0,0.0,327.0,342.0,43.0,1.0
-73.98103,3.0,0.0,1.0,0.0,19.0,1.0
-73.9552,2.0,49.0,1.0,14.0,2.0,1.0
-74.00173,5.0,88.0,1.0,121.0,11.0,1.0
-73.93054,2.0,9.0,1.0,0.0,6.0,0.0
-73.99521,29.0,3.0,96.0,254.0,14.0,1.0
-73.98701,1.0,59.0,6.0,362.0,7.0,2.0
-73.9475,1.0,6.0,1.0,365.0,28.0,2.0
-73.99687,3.0,8.0,4.0,88.0,111.0,2.0
-73.7726,15.0,22.0,2.0,145.0,112.0,0.0
-73.94252,7.0,1.0,2.0,253.0,2.0,1.0
-74.01105,2.0,3.0,327.0,310.0,43.0,1.0
-73.98758,1.0,1.0,33.0,365.0,113.0,0.0
-73.96625,1.0,26.0,2.0,192.0,12.0,1.0
-73.94863,2.0,4.0,1.0,11.0,24.0,1.0
-74.00563,6.0,3.0,1.0,358.0,43.0,1.0
-73.99303,7.0,10.0,1.0,125.0,32.0,1.0
-73.88136,2.0,38.0,1.0,28.0,81.0,0.0
-73.99378,2.0,1.0,1.0,0.0,7.0,1.0
-73.90447,1.0,80.0,8.0,320.0,49.0,0.0
-73.93277,2.0,0.0,1.0,85.0,21.0,1.0
-73.99005,5.0,26.0,1.0,0.0,19.0,1.0
-73.94267,2.0,16.0,1.0,8.0,4.0,1.0
-73.94348,30.0,15.0,52.0,157.0,20.0,1.0
-73.97143,30.0,0.0,23.0,327.0,5.0,1.0
-73.94556,1.0,3.0,1.0,0.0,12.0,0.0
-73.98085,3.0,3.0,2.0,0.0,68.0,2.0
-73.97299,3.0,0.0,1.0,83.0,29.0,0.0
-73.86032,3.0,24.0,1.0,308.0,129.0,1.0
-73.95249,13.0,0.0,1.0,0.0,2.0,0.0
-73.94488,1.0,2.0,1.0,89.0,12.0,0.0
-74.00676,10.0,8.0,1.0,270.0,43.0,1.0
-73.92281,1.0,238.0,3.0,320.0,21.0,0.0
-73.94961,2.0,2.0,1.0,0.0,12.0,0.0
-73.92002,2.0,121.0,1.0,287.0,6.0,1.0
-73.99793,30.0,0.0,8.0,129.0,7.0,1.0
-73.96452,3.0,2.0,1.0,0.0,8.0,0.0
-73.93916,2.0,2.0,1.0,0.0,12.0,1.0
-73.91373,3.0,2.0,1.0,23.0,21.0,1.0
-73.9148,2.0,1.0,1.0,0.0,21.0,0.0
-73.85975,2.0,40.0,1.0,0.0,88.0,0.0
-73.96545,14.0,2.0,1.0,335.0,3.0,0.0
-73.94185,1.0,13.0,1.0,86.0,4.0,1.0
-73.82405,2.0,12.0,7.0,35.0,37.0,0.0
-74.0033,1.0,75.0,1.0,331.0,14.0,1.0
-73.93283,2.0,51.0,1.0,83.0,6.0,1.0
-73.92334,1.0,2.0,2.0,179.0,54.0,0.0
-73.99628,7.0,2.0,1.0,0.0,9.0,1.0
-73.99255,2.0,8.0,1.0,0.0,9.0,1.0
-73.95213,30.0,33.0,1.0,247.0,2.0,1.0
-73.9043,2.0,1.0,1.0,0.0,44.0,0.0
-73.91261,3.0,308.0,1.0,99.0,21.0,1.0
-73.98866,1.0,30.0,2.0,193.0,7.0,0.0
-74.00933,3.0,0.0,1.0,0.0,11.0,1.0
-73.98932,1.0,0.0,1.0,0.0,50.0,1.0
-73.92442,30.0,155.0,1.0,281.0,6.0,1.0
-73.95339,5.0,82.0,2.0,158.0,28.0,1.0
-73.91374,1.0,2.0,26.0,365.0,21.0,0.0
-73.97622,1.0,2.0,2.0,364.0,13.0,0.0
-73.91642,3.0,49.0,3.0,13.0,21.0,0.0
-73.99427,1.0,0.0,1.0,259.0,9.0,0.0
-73.97748,2.0,2.0,1.0,0.0,8.0,0.0
-73.93153,5.0,25.0,2.0,77.0,6.0,1.0
-73.93346,4.0,1.0,1.0,0.0,6.0,0.0
-73.94662,3.0,1.0,1.0,0.0,12.0,0.0
-73.94842,5.0,0.0,2.0,0.0,15.0,0.0
-73.97664,3.0,4.0,1.0,0.0,8.0,1.0
-73.90808,1.0,77.0,1.0,198.0,49.0,0.0
-73.94757,2.0,0.0,2.0,4.0,25.0,0.0
-73.99931,2.0,28.0,1.0,64.0,52.0,1.0
-73.94103,3.0,1.0,1.0,0.0,6.0,0.0
-73.94182,1.0,18.0,6.0,90.0,30.0,0.0
-73.9871,2.0,9.0,2.0,0.0,19.0,0.0
-73.95493,3.0,16.0,1.0,20.0,28.0,1.0
-73.96649,30.0,0.0,96.0,311.0,8.0,1.0
-73.96376,2.0,2.0,1.0,0.0,3.0,1.0
-73.94471,2.0,13.0,3.0,303.0,6.0,1.0
-73.92627,3.0,3.0,1.0,0.0,21.0,0.0
-73.94714,1.0,20.0,2.0,6.0,2.0,0.0
-73.97414,14.0,0.0,1.0,15.0,8.0,1.0
